# ThriveSpace Synthetic Wellness & Burnout Prototype Dataset
# NOTICE: This dataset is synthetic and is used only to demonstrate the machine-learning pipeline.
# Model results must not be interpreted as clinical or diagnostic evidence.
# Target: 0 = Low Risk, 1 = Moderate Risk, 2 = Elevated Risk
sleep_hours,work_study_hours,stress_level,physical_activity_minutes,mood_rating,journal_sentiment,negative_emotion_frequency,synthetic_risk_index,risk_class
7.1,4.6,2,22.0,4,0.255,0.0,18.1,0
6.6,5.5,6,16.0,3,0.193,0.317,40.9,1
8.3,6.4,3,65.0,5,0.703,0.0,7.5,0
4.7,9.4,10,7.0,2,-0.454,0.715,72.1,2
3.9,9.5,8,24.0,2,-0.213,0.589,70.9,2
6.4,13.0,9,3.0,2,-0.091,0.66,73.1,2
7.4,8.5,4,29.0,4,0.362,0.146,31.8,0
6.0,9.0,9,25.0,2,-0.201,0.597,63.4,1
5.5,8.2,5,29.0,2,-0.164,0.396,49.7,1
4.3,10.2,9,4.0,1,-0.656,0.695,84.7,2
6.7,9.0,5,44.0,3,-0.165,0.273,42.0,1
9.4,6.9,3,26.0,3,-0.079,0.069,27.5,0
4.7,10.1,9,0.0,2,-0.428,0.621,74.6,2
6.8,8.5,2,19.0,4,0.561,0.0,26.4,0
6.8,6.7,4,8.0,4,0.557,0.114,27.2,0
9.7,5.0,2,44.0,5,0.862,0.0,4.8,0
7.5,8.3,6,52.0,3,-0.356,0.269,40.5,1
4.1,10.5,9,19.0,1,-0.46,0.714,77.2,2
7.5,4.5,4,41.0,4,0.184,0.087,20.8,0
5.9,6.9,6,33.0,2,-0.254,0.405,50.4,1
7.0,5.8,5,27.0,5,0.56,0.18,22.5,0
5.4,8.0,7,25.0,4,0.466,0.263,41.4,1
6.5,11.1,8,14.0,3,0.072,0.519,58.3,1
5.5,12.3,10,2.0,1,-1.0,0.763,83.6,2
6.9,6.8,5,18.0,3,0.517,0.195,32.3,0
4.4,10.4,9,29.0,2,-0.293,0.671,73.0,2
5.1,13.4,7,20.0,2,-0.328,0.411,67.1,2
9.3,5.8,2,39.0,4,0.117,0.0,12.4,0
9.7,1.5,4,56.0,5,0.442,0.088,12.0,0
7.2,6.0,4,75.0,5,0.578,0.0,15.3,0
6.2,7.3,5,9.0,4,0.411,0.025,37.9,1
4.7,10.2,7,0.0,2,-0.601,0.499,64.8,1
5.1,10.1,9,21.0,2,0.036,0.472,64.2,1
4.8,12.4,7,16.0,3,0.239,0.447,61.2,1
6.5,9.6,5,25.0,3,-0.055,0.236,46.7,1
7.7,6.7,3,33.0,5,0.696,0.0,16.5,0
6.9,11.7,8,8.0,2,-0.239,0.621,67.0,2
5.9,10.6,8,13.0,2,-0.235,0.606,64.2,1
4.1,11.8,7,11.0,2,-0.361,0.506,72.7,2
3.0,12.2,7,16.0,2,-0.156,0.561,75.3,2
8.6,4.9,1,41.0,5,0.645,0.0,2.3,0
4.5,11.5,10,13.0,1,-0.771,0.749,86.8,2
5.0,11.4,9,9.0,3,0.01,0.66,69.4,2
7.5,5.4,5,23.0,5,0.535,0.164,22.0,0
5.0,13.0,10,1.0,2,-0.418,0.677,77.9,2
8.1,8.2,1,39.0,5,0.52,0.0,13.1,0
7.5,4.9,3,50.0,5,0.673,0.0,9.0,0
8.0,5.1,3,31.0,3,0.156,0.0,19.7,0
4.5,6.0,5,44.0,3,-0.391,0.187,38.5,1
5.7,10.3,10,1.0,2,-0.374,0.629,70.3,2
5.5,10.3,7,11.0,3,-0.218,0.424,59.9,1
5.3,10.0,9,16.0,2,-0.356,0.568,67.8,2
5.9,11.2,9,18.0,2,-0.026,0.662,68.1,2
8.0,8.7,7,48.0,2,-0.473,0.41,48.5,1
7.8,9.0,6,21.0,3,0.205,0.298,38.3,1
8.4,6.2,3,47.0,5,0.736,0.0,12.5,0
7.7,9.2,7,18.0,3,0.059,0.361,44.7,1
9.0,7.3,3,40.0,4,0.719,0.0,16.0,0
5.0,9.9,8,11.0,1,-0.686,0.573,72.5,2
3.8,9.3,8,28.0,1,-0.781,0.865,79.0,2
7.5,8.3,4,26.0,4,0.293,0.052,28.7,0
6.3,6.7,5,8.0,4,0.393,0.065,32.8,0
3.5,11.7,7,26.0,1,-0.645,0.662,82.1,2
5.3,9.3,10,18.0,2,-0.234,0.732,70.4,2
8.7,6.8,3,52.0,4,0.364,0.014,13.0,0
5.4,8.4,4,24.0,3,0.042,0.107,43.5,1
5.8,7.9,6,9.0,3,0.297,0.332,47.3,1
8.1,7.2,4,57.0,4,0.386,0.084,20.1,0
8.3,6.3,1,31.0,4,0.152,0.0,12.8,0
3.2,9.7,7,18.0,1,-0.404,0.343,70.8,2
6.9,13.0,8,0.0,1,-0.431,0.715,74.9,2
7.3,8.0,4,19.0,3,0.037,0.181,34.8,1
3.1,12.0,8,6.0,1,-0.896,0.64,88.0,2
8.5,6.5,1,41.0,5,0.416,0.0,5.6,0
7.4,7.3,4,0.0,2,-0.296,0.292,45.0,1
5.8,6.4,6,17.0,3,-0.005,0.3,46.1,1
6.5,12.3,5,0.0,2,-0.425,0.211,56.1,1
7.9,5.8,1,44.0,4,0.241,0.0,11.9,0
7.5,10.8,6,16.0,4,0.476,0.131,38.5,1
6.9,6.9,6,11.0,4,0.329,0.317,39.5,1
5.3,7.8,9,0.0,3,0.011,0.525,57.0,1
4.4,10.6,9,0.0,2,-0.198,0.514,72.1,2
9.2,6.1,6,52.0,3,0.121,0.276,29.9,0
7.7,5.6,6,17.0,3,0.2,0.251,34.8,1
6.3,10.7,8,29.0,2,0.201,0.825,60.5,1
3.2,9.4,8,16.0,1,-0.717,0.667,81.2,2
6.2,9.3,7,35.0,3,-0.28,0.314,48.7,1
6.5,5.9,2,41.0,5,0.879,0.0,15.5,0
5.7,8.1,6,27.0,5,1.0,0.163,31.8,0
8.1,4.8,4,5.0,4,0.281,0.025,23.5,0
5.7,9.9,8,16.0,2,-0.198,0.631,65.7,1
8.2,8.9,2,40.0,4,0.634,0.021,19.8,0
7.7,8.3,1,29.0,4,0.592,0.0,13.8,0
5.9,14.0,8,46.0,2,-0.111,0.333,63.6,1
5.4,7.1,7,22.0,2,-0.19,0.495,54.5,1
7.6,7.3,3,50.0,5,0.823,0.0,13.5,0
7.1,6.4,5,30.0,4,0.32,0.129,33.1,0
8.3,3.8,2,45.0,4,0.107,0.0,11.1,0
10.3,9.0,4,44.0,4,0.337,0.216,25.5,0
5.6,12.7,10,0.0,2,-0.427,0.657,74.1,2
4.9,12.9,8,0.0,2,-0.194,0.636,72.9,2
8.3,6.4,3,45.0,3,0.207,0.11,19.9,0
6.2,4.3,2,53.0,4,0.208,0.0,18.5,0
7.3,10.2,6,39.0,3,0.268,0.224,37.7,1
4.8,9.5,10,23.0,3,-0.188,0.618,64.1,1
4.2,9.6,9,11.0,2,-0.251,0.69,73.0,2
5.4,12.2,10,0.0,1,-0.395,0.903,82.7,2
7.4,9.7,8,49.0,4,0.015,0.277,40.5,1
4.6,10.8,10,23.0,4,0.499,0.62,61.5,1
6.4,10.4,9,0.0,2,-0.589,0.603,67.9,2
7.9,7.2,8,16.0,2,-0.287,0.492,52.2,1
4.5,8.4,8,13.0,2,-0.136,0.451,66.2,1
5.2,10.4,7,8.0,2,-0.202,0.522,66.9,1
6.2,11.7,8,26.0,3,0.118,0.561,61.8,1
8.2,5.8,3,36.0,3,-0.279,0.0,24.0,0
6.3,7.4,6,32.0,4,0.13,0.222,35.1,1
5.9,13.9,7,29.0,2,-0.04,0.417,65.0,1
7.0,9.5,10,23.0,2,-0.498,0.722,67.0,2
8.4,9.3,4,50.0,4,0.227,0.048,24.2,0
6.2,8.0,6,30.0,3,0.139,0.453,46.3,1
6.7,7.4,5,35.0,5,0.829,0.0,21.7,0
5.8,11.9,9,20.0,2,-0.244,0.595,69.9,2
6.9,5.6,7,24.0,2,-0.45,0.353,47.8,1
4.9,14.0,9,0.0,1,-0.426,0.65,84.5,2
8.4,5.1,3,66.0,3,-0.142,0.226,23.4,0
8.6,3.8,2,40.0,3,0.266,0.0,20.4,0
4.6,8.9,4,14.0,4,0.39,0.026,38.2,1
7.2,9.9,3,20.0,2,-0.097,0.309,45.4,1
5.6,11.4,9,0.0,2,-0.292,0.698,71.9,2
7.9,5.4,3,48.0,4,0.172,0.0,16.8,0
4.5,9.6,6,15.0,2,-0.186,0.508,63.3,1
7.6,5.0,5,36.0,4,0.453,0.202,20.4,0
6.8,7.7,5,21.0,3,-0.16,0.26,38.7,1
7.2,7.7,3,17.0,3,0.113,0.113,29.3,0
8.2,6.2,5,38.0,4,0.103,0.04,24.8,0
4.4,10.6,9,18.0,2,-0.33,0.688,73.4,2
5.9,12.1,8,0.0,2,-0.373,0.574,73.4,2
8.1,7.5,3,52.0,4,0.299,0.0,16.3,0
7.2,8.3,5,15.0,4,-0.289,0.051,36.4,1
5.7,9.4,7,26.0,2,-0.192,0.596,58.9,1
4.7,7.6,9,33.0,3,0.03,0.518,57.7,1
8.1,5.7,2,48.0,5,0.37,0.0,10.2,0
3.0,8.9,10,19.0,1,-0.521,0.851,85.0,2
4.5,10.3,8,2.0,2,-0.061,0.606,71.9,2
6.6,10.6,10,0.0,2,-0.386,0.824,70.7,2
9.7,3.7,4,62.0,4,0.31,0.0,16.4,0
7.8,8.1,3,26.0,5,0.457,0.0,17.2,0
7.8,7.6,4,20.0,3,-0.312,0.161,32.6,0
6.5,5.7,2,56.0,5,0.687,0.0,10.5,0
7.8,11.1,6,28.0,4,-0.348,0.179,35.8,1
6.5,8.1,6,20.0,2,-0.541,0.533,49.4,1
4.0,11.5,8,11.0,2,-0.5,0.616,73.9,2
7.7,5.5,2,37.0,5,0.922,0.0,5.4,0
7.4,6.3,3,42.0,4,0.499,0.0,16.0,0
8.7,3.0,2,67.0,5,0.694,0.0,5.0,0
9.2,5.9,3,50.0,5,0.847,0.0,4.8,0
4.7,13.3,9,8.0,3,-0.037,0.472,70.2,2
8.1,8.7,7,25.0,2,-0.387,0.468,51.9,1
8.5,7.9,2,52.0,5,0.912,0.0,11.1,0
7.0,6.0,5,26.0,3,0.397,0.108,29.8,0
7.0,6.9,2,38.0,4,0.204,0.0,18.8,0
7.3,8.3,3,48.0,3,0.103,0.007,27.9,0
5.3,11.6,8,2.0,1,-0.926,0.55,79.3,2
5.4,8.8,6,36.0,4,0.13,0.192,41.4,1
3.9,11.4,9,0.0,2,-0.031,0.784,78.8,2
7.7,2.7,2,40.0,5,0.7,0.0,6.1,0
5.6,8.9,7,5.0,2,-0.364,0.492,61.0,1
8.0,6.1,4,17.0,3,0.117,0.182,26.5,0
4.8,11.1,10,17.0,2,-0.727,0.8,80.9,2
5.7,9.7,9,1.0,1,-0.78,0.792,75.1,2
3.9,12.6,9,1.0,1,-0.717,0.774,87.0,2
9.7,7.6,2,70.0,5,0.6,0.0,6.7,0
8.5,3.6,3,49.0,5,0.747,0.0,8.4,0
3.0,10.8,10,0.0,1,-0.462,0.828,86.5,2
4.0,11.4,7,28.0,2,-0.134,0.633,66.9,1
6.6,10.7,8,39.0,1,-0.726,0.757,67.9,2
9.1,8.5,5,5.0,3,-0.193,0.209,39.4,1
4.3,11.2,9,29.0,3,-0.068,0.577,68.0,2
9.4,2.8,2,53.0,5,0.692,0.0,8.2,0
7.8,4.2,5,48.0,5,0.852,0.127,13.9,0
7.1,13.0,8,23.0,2,-0.526,0.621,64.2,1
4.8,10.7,9,14.0,1,-0.609,0.673,80.5,2
5.8,9.8,2,0.0,4,0.267,0.0,38.7,1
7.4,5.8,4,42.0,5,0.591,0.0,18.9,0
7.3,8.1,4,25.0,3,0.185,0.182,30.9,0
9.5,6.5,1,67.0,5,0.642,0.0,2.8,0
5.2,11.9,7,0.0,2,-0.137,0.456,69.6,2
7.6,7.4,5,21.0,4,0.238,0.191,32.8,0
7.2,7.1,7,13.0,2,-0.565,0.488,49.0,1
3.9,12.5,9,5.0,1,-0.581,0.796,88.6,2
6.5,10.0,7,20.0,3,0.632,0.225,43.8,1
6.0,8.3,6,38.0,4,0.049,0.209,38.9,1
10.3,3.9,3,55.0,4,0.551,0.062,10.3,0
8.6,3.2,1,26.0,4,0.257,0.0,9.4,0
7.0,6.2,2,32.0,4,0.352,0.0,16.9,0
8.7,8.3,2,54.0,4,0.193,0.0,20.9,0
9.1,9.7,1,36.0,4,0.294,0.0,21.0,0
8.4,3.9,5,34.0,4,0.364,0.198,21.2,0
4.1,12.2,8,0.0,1,-0.504,0.616,84.0,2
7.1,12.1,9,0.0,1,-0.625,0.832,79.0,2
4.9,10.4,10,42.0,2,-0.254,0.789,71.4,2
4.8,12.9,8,27.0,1,-0.47,0.684,77.4,2
6.1,6.7,5,9.0,2,-0.476,0.322,48.6,1
3.5,9.7,9,0.0,2,-0.42,0.739,76.2,2
9.8,4.7,4,84.0,4,0.371,0.116,13.9,0
6.8,7.8,2,38.0,5,0.672,0.0,17.7,0
8.5,4.6,6,30.0,3,-0.064,0.408,31.7,0
8.4,9.1,4,19.0,3,0.114,0.014,34.7,1
7.5,8.0,3,33.0,4,0.27,0.003,25.4,0
7.3,7.1,3,45.0,4,0.34,0.0,19.4,0
4.3,13.5,8,10.0,2,-0.247,0.554,78.1,2
9.8,3.9,1,31.0,4,0.365,0.0,10.9,0
3.0,11.0,9,34.0,3,-0.291,0.577,69.2,2
6.9,9.7,3,0.0,4,0.156,0.0,31.4,0
5.0,10.9,8,29.0,2,-0.454,0.659,66.8,1
8.7,4.9,4,36.0,3,-0.091,0.2,28.6,0
7.3,11.8,8,17.0,2,-0.136,0.62,60.3,1
9.5,7.1,4,26.0,3,0.007,0.205,28.3,0
9.5,8.4,2,60.0,5,0.347,0.0,13.4,0
7.7,9.0,1,27.0,4,0.131,0.0,22.8,0
5.7,10.8,7,45.0,2,-0.172,0.501,59.0,1
4.5,5.9,5,31.0,4,0.492,0.162,37.0,1
6.1,8.7,5,31.0,4,0.321,0.105,34.9,1
8.0,7.8,4,57.0,3,-0.199,0.055,27.3,0
6.8,9.1,5,0.0,2,-0.592,0.362,51.9,1
6.2,11.5,7,11.0,1,-0.76,0.635,69.2,2
3.8,13.1,10,9.0,2,-0.135,0.876,87.1,2
6.1,9.0,5,10.0,3,0.027,0.141,45.3,1
8.0,9.0,5,61.0,5,0.601,0.0,22.1,0
5.9,12.8,8,19.0,1,-0.68,0.678,76.1,2
4.7,13.2,8,11.0,3,-0.291,0.466,69.5,2
5.9,12.7,10,2.0,2,-0.64,0.79,77.0,2
8.1,8.6,5,17.0,1,-0.751,0.469,50.9,1
5.6,6.7,2,32.0,4,0.046,0.0,31.1,0
9.7,6.3,3,81.0,4,0.401,0.0,13.6,0
5.1,10.4,9,11.0,2,-0.375,0.532,68.0,2
6.7,10.4,6,7.0,4,0.481,0.308,38.9,1
6.0,11.3,7,13.0,2,-0.384,0.556,66.9,1
9.7,6.1,4,28.0,4,0.27,0.213,19.6,0
4.9,9.9,9,35.0,2,-0.545,0.758,72.9,2
8.7,9.3,5,24.0,4,0.086,0.089,30.2,0
7.0,6.5,3,36.0,4,0.619,0.0,18.4,0
6.2,4.1,4,34.0,5,0.49,0.0,15.8,0
3.8,14.0,6,12.0,2,-0.329,0.386,69.9,2
7.5,4.8,2,23.0,5,0.689,0.0,13.1,0
9.2,4.4,3,26.0,5,0.232,0.0,13.1,0
7.6,6.1,3,52.0,3,0.299,0.0,23.1,0
6.4,9.9,6,13.0,4,0.213,0.241,40.8,1
4.4,8.8,10,5.0,1,-0.61,0.835,81.7,2
7.5,3.7,4,31.0,4,0.31,0.005,20.8,0
6.9,10.3,5,41.0,3,0.086,0.27,40.0,1
7.7,6.1,2,21.0,4,0.437,0.0,16.9,0
4.6,8.7,9,11.0,3,0.237,0.467,58.9,1
3.8,11.4,8,3.0,3,-0.254,0.362,67.0,2
4.5,6.4,4,9.0,4,0.51,0.0,36.0,1
6.6,8.4,6,29.0,4,0.476,0.193,38.1,1
9.0,4.9,3,48.0,4,0.101,0.0,18.4,0
6.4,8.9,5,38.0,4,0.16,0.063,34.8,1
8.6,5.4,3,34.0,4,0.376,0.035,19.0,0
5.7,11.9,8,12.0,2,-0.12,0.687,67.6,2
8.2,6.1,3,49.0,4,-0.059,0.0,17.3,0
9.9,5.8,2,52.0,4,0.628,0.0,11.2,0
7.0,7.2,8,53.0,3,0.121,0.599,42.6,1
6.7,10.6,10,40.0,1,-0.754,0.838,70.7,2
7.5,5.5,5,0.0,3,0.146,0.203,33.1,0
6.7,7.1,7,17.0,5,0.675,0.205,33.1,0
8.9,5.3,1,58.0,4,-0.078,0.0,13.3,0
5.1,9.6,6,27.0,2,-0.55,0.535,60.8,1
8.7,6.5,2,11.0,4,0.306,0.0,14.7,0
5.3,7.1,4,0.0,4,0.383,0.035,36.3,1
6.0,8.3,4,2.0,3,0.296,0.232,45.4,1
3.9,10.6,6,22.0,2,-0.335,0.298,62.9,1
5.2,11.1,8,7.0,2,-0.053,0.639,73.5,2
8.2,3.6,2,22.0,5,0.196,0.0,9.0,0
8.7,4.9,1,29.0,4,0.183,0.0,14.7,0
6.9,11.1,6,20.0,4,0.067,0.159,39.8,1
6.7,9.8,7,41.0,3,-0.022,0.504,47.1,1
7.1,9.8,6,3.0,3,0.213,0.343,47.7,1
7.1,6.7,3,89.0,4,0.565,0.0,18.1,0
5.9,8.3,4,41.0,5,0.172,0.0,29.0,0
5.4,10.7,8,0.0,2,-0.041,0.572,65.9,1
5.6,8.4,9,49.0,1,-0.864,0.771,69.4,2
8.8,4.8,4,41.0,5,0.632,0.0,8.8,0
8.1,6.4,2,25.0,5,0.363,0.0,15.6,0
4.8,10.2,8,16.0,1,-0.625,0.604,72.8,2
4.3,10.8,7,13.0,1,-0.25,0.585,71.9,2
4.5,8.7,7,24.0,2,-0.352,0.421,64.5,1
5.8,11.3,8,16.0,3,-0.234,0.527,59.4,1
4.6,11.3,8,19.0,2,0.167,0.65,67.9,2
7.2,8.3,4,34.0,2,-0.318,0.363,41.7,1
7.7,6.7,2,66.0,5,0.355,0.0,8.5,0
4.7,11.6,10,0.0,2,-0.143,0.742,80.9,2
3.0,10.6,9,0.0,1,-0.603,0.788,86.1,2
6.5,4.0,1,56.0,4,0.734,0.0,12.3,0
5.3,10.2,10,0.0,1,-0.653,0.816,78.2,2
7.8,3.7,3,24.0,5,0.473,0.0,12.5,0
3.6,10.7,8,18.0,2,-0.094,0.533,71.5,2
8.2,6.0,3,64.0,5,0.262,0.0,11.3,0
7.8,6.4,7,58.0,3,0.09,0.492,38.2,1
8.8,6.6,3,27.0,4,0.395,0.016,20.8,0
8.3,3.4,4,39.0,4,-0.115,0.0,21.2,0
7.5,6.5,4,47.0,4,0.708,0.0,21.5,0
7.5,7.6,4,10.0,5,0.206,0.0,23.3,0
6.2,6.7,2,45.0,4,0.087,0.0,23.8,0
4.9,12.3,8,0.0,1,-0.299,0.683,79.9,2
4.6,10.0,9,0.0,2,-0.337,0.765,76.6,2
9.9,6.7,1,54.0,3,-0.141,0.0,14.8,0
7.4,6.6,3,22.0,4,0.316,0.0,21.4,0
7.3,2.6,3,54.0,4,0.223,0.0,16.4,0
7.7,10.1,5,37.0,3,-0.142,0.222,38.5,1
5.3,11.8,8,10.0,1,-0.542,0.549,78.6,2
8.2,7.5,3,46.0,4,0.631,0.0,16.4,0
5.0,11.5,9,0.0,2,-0.085,0.774,70.9,2
9.1,6.0,6,17.0,3,0.189,0.306,34.6,1
6.8,4.8,2,37.0,5,0.5,0.0,14.2,0
5.6,7.6,4,27.0,3,-0.061,0.113,37.0,1
7.0,8.4,7,8.0,3,0.011,0.44,48.4,1
4.3,11.5,9,9.0,2,-0.369,0.666,75.3,2
5.2,14.3,9,24.0,1,-0.817,0.583,78.9,2
8.5,4.9,3,43.0,5,0.682,0.0,8.4,0
7.2,8.4,2,22.0,4,0.166,0.0,19.0,0
5.1,10.2,7,0.0,1,-0.754,0.665,73.3,2
5.7,9.0,8,0.0,3,0.283,0.438,54.2,1
10.0,5.9,4,67.0,4,-0.082,0.0,18.6,0
5.6,11.6,10,3.0,3,-0.193,0.686,70.2,2
8.8,5.9,3,39.0,4,0.44,0.0,17.1,0
10.0,4.0,4,71.0,4,0.288,0.0,17.4,0
6.4,8.8,7,17.0,4,0.366,0.298,44.2,1
4.6,9.2,8,16.0,3,0.167,0.611,57.2,1
7.9,8.8,5,24.0,4,0.426,0.119,29.8,0
8.3,4.7,3,21.0,4,0.134,0.0,17.6,0
6.1,12.6,7,27.0,2,-0.395,0.579,64.8,1
6.7,8.3,5,11.0,4,-0.076,0.05,38.2,1
6.7,8.5,6,21.0,4,0.608,0.096,35.5,1
6.7,5.6,6,41.0,3,-0.27,0.474,40.0,1
4.0,12.9,9,13.0,1,-0.766,0.702,82.5,2
4.1,15.0,8,0.0,1,-0.799,0.734,87.2,2
6.6,7.8,6,29.0,3,0.238,0.393,42.3,1
7.6,5.4,4,23.0,4,0.351,0.003,20.0,0
5.7,8.8,4,14.0,3,-0.109,0.058,43.4,1
8.4,7.1,3,49.0,5,0.766,0.0,10.8,0
4.3,12.0,8,0.0,2,-0.526,0.524,76.1,2
4.8,12.4,8,44.0,1,-0.596,0.666,73.3,2
4.5,13.0,10,3.0,2,-0.621,0.638,81.5,2
10.5,7.2,4,56.0,5,0.218,0.0,15.1,0
4.3,10.9,9,0.0,2,-0.445,0.488,73.5,2
5.3,9.6,9,0.0,2,-0.214,0.723,69.1,2
6.5,6.3,7,8.0,4,0.422,0.307,40.4,1
6.4,8.3,7,29.0,4,0.119,0.327,40.9,1
7.9,3.6,2,57.0,4,0.376,0.0,9.3,0
9.0,6.4,4,22.0,4,-0.101,0.146,26.4,0
6.8,7.2,3,36.0,5,0.184,0.0,19.0,0
3.7,13.4,8,0.0,2,-0.405,0.406,77.6,2
6.4,6.9,6,35.0,3,0.082,0.37,43.1,1
5.6,12.8,10,22.0,1,-0.833,0.822,84.2,2
7.2,4.8,1,73.0,5,1.0,0.0,2.7,0
7.3,4.8,1,12.0,5,0.474,0.0,10.4,0
7.9,5.8,2,55.0,5,0.838,0.0,2.5,0
3.9,9.2,7,13.0,1,-0.237,0.476,74.0,2
8.6,6.4,3,61.0,3,0.213,0.109,17.6,0
11.0,4.3,1,49.0,4,0.414,0.0,7.0,0
7.0,9.4,8,37.0,4,0.429,0.344,42.7,1
7.2,7.3,5,23.0,3,-0.076,0.303,40.0,1
5.6,8.5,4,24.0,2,-0.237,0.377,47.6,1
7.2,7.3,3,45.0,4,0.423,0.134,24.2,0
6.8,10.4,9,35.0,2,-0.089,0.617,63.8,1
8.5,6.8,4,45.0,5,0.801,0.0,15.4,0
7.2,6.0,3,42.0,5,0.441,0.019,16.8,0
5.3,10.1,10,13.0,3,-0.107,0.65,68.3,2
4.1,9.9,7,16.0,2,-0.224,0.456,65.6,1
8.3,7.4,2,32.0,5,0.588,0.0,10.0,0
8.0,5.3,3,37.0,5,0.571,0.0,8.3,0
5.5,11.6,9,6.0,2,-0.553,0.586,71.1,2
4.8,11.1,9,1.0,3,0.074,0.479,69.5,2
7.9,6.0,2,51.0,4,0.424,0.0,16.8,0
6.4,9.0,8,0.0,2,-0.398,0.464,61.2,1
8.0,4.6,3,24.0,5,1.0,0.0,9.7,0
6.4,9.8,9,12.0,2,-0.198,0.711,64.8,1
7.4,7.0,6,50.0,3,-0.289,0.279,36.4,1
9.4,6.3,3,50.0,5,0.676,0.0,10.6,0
4.7,7.0,8,2.0,1,-0.597,0.687,72.4,2
5.2,8.9,5,34.0,3,0.156,0.21,44.5,1
5.7,11.0,9,35.0,2,-0.174,0.629,65.2,1
4.3,11.3,5,3.0,1,-0.885,0.437,72.4,2
4.6,9.4,5,19.0,3,0.043,0.206,50.7,1
5.3,12.1,8,30.0,2,-0.219,0.483,70.0,2
4.4,12.2,8,0.0,3,-0.341,0.407,66.3,1
5.0,8.0,6,17.0,3,-0.363,0.171,52.1,1
8.1,3.7,3,35.0,3,-0.229,0.0,24.8,0
6.5,7.1,6,43.0,2,-0.475,0.435,44.3,1
7.1,8.8,6,11.0,3,-0.31,0.245,47.2,1
4.7,9.7,8,0.0,3,0.255,0.569,65.3,1
6.7,10.2,6,45.0,2,-0.407,0.275,51.0,1
6.2,7.2,6,23.0,2,-0.02,0.468,48.9,1
5.8,13.0,10,19.0,2,-0.267,0.657,78.2,2
10.0,5.7,4,55.0,5,0.886,0.0,10.8,0
5.8,13.1,8,16.0,2,-0.648,0.711,74.0,2
7.4,7.3,2,53.0,4,0.178,0.062,14.0,0
6.0,8.3,7,13.0,3,-0.034,0.354,49.7,1
7.3,7.4,5,40.0,4,0.421,0.073,27.9,0
8.8,10.7,7,35.0,3,0.151,0.347,46.3,1
6.3,9.7,5,27.0,3,0.112,0.298,45.6,1
9.2,3.9,3,24.0,5,0.305,0.0,17.2,0
5.2,8.5,9,38.0,2,-0.178,0.715,61.4,1
8.2,6.4,4,55.0,5,0.579,0.0,14.8,0
4.0,11.5,9,0.0,2,-0.239,0.679,78.5,2
3.0,11.9,10,2.0,2,-0.589,0.55,83.6,2
3.1,11.2,9,36.0,2,-0.351,0.773,81.0,2
7.4,5.1,3,26.0,5,0.6,0.0,12.9,0
5.1,10.7,10,3.0,2,-0.761,0.626,78.8,2
7.4,6.7,2,36.0,4,0.555,0.0,13.1,0
8.5,7.1,4,43.0,4,0.344,0.071,21.4,0
7.9,4.9,7,43.0,3,0.201,0.451,36.3,1
9.6,2.8,2,41.0,3,0.142,0.093,16.0,0
6.5,12.0,9,0.0,2,-0.088,0.719,68.9,2
8.5,6.0,3,30.0,5,0.685,0.0,13.1,0
6.4,9.0,8,25.0,3,0.105,0.548,54.6,1
5.9,6.8,6,45.0,3,-0.157,0.319,40.2,1
5.1,14.4,8,22.0,2,-0.118,0.599,73.4,2
7.1,8.9,6,44.0,3,0.142,0.305,39.9,1
6.4,9.2,9,0.0,3,-0.008,0.538,60.3,1
7.6,7.2,3,48.0,5,0.28,0.0,13.9,0
7.1,8.8,7,19.0,3,0.096,0.475,46.4,1
7.4,5.7,3,0.0,2,-0.387,0.0,36.6,1
6.5,11.3,4,47.0,2,-0.117,0.277,46.4,1
5.0,12.3,9,0.0,2,-0.292,0.69,76.4,2
9.2,2.6,5,17.0,5,0.433,0.08,19.4,0
4.0,10.1,8,15.0,2,-0.562,0.572,71.9,2
3.0,10.6,8,16.0,1,-0.631,0.576,78.4,2
3.9,13.5,9,6.0,1,-0.638,0.759,86.7,2
5.2,10.4,9,8.0,3,-0.097,0.495,61.8,1
9.1,3.5,2,42.0,3,0.19,0.0,15.7,0
6.0,12.0,9,24.0,2,-0.336,0.644,65.3,1
7.6,5.4,1,54.0,4,0.284,0.0,10.2,0
8.5,6.4,2,60.0,4,0.339,0.0,14.0,0
6.4,8.5,5,44.0,3,0.145,0.076,35.9,1
4.4,12.1,7,0.0,1,-0.493,0.451,75.6,2
8.2,5.6,2,55.0,4,0.248,0.0,13.0,0
6.3,8.4,4,24.0,4,0.741,0.01,29.9,0
5.2,11.3,9,0.0,1,-0.736,0.806,83.5,2
6.4,5.9,7,11.0,3,-0.265,0.412,50.5,1
6.5,10.0,8,26.0,3,0.105,0.492,52.4,1
3.8,8.2,6,18.0,2,-0.465,0.469,60.5,1
7.1,7.9,6,24.0,2,-0.681,0.398,51.4,1
4.8,10.5,10,1.0,2,-0.316,0.732,75.3,2
6.6,7.9,6,27.0,3,0.253,0.31,40.8,1
6.6,7.2,6,26.0,3,0.054,0.365,41.3,1
5.7,6.8,5,31.0,3,0.109,0.089,40.2,1
7.5,6.2,2,75.0,5,1.0,0.0,3.4,0
6.7,7.7,6,25.0,3,-0.178,0.388,45.7,1
6.2,7.8,9,0.0,3,0.251,0.519,52.8,1
5.5,13.0,10,48.0,2,-0.432,0.827,72.8,2
